time,Volume,Vol Snow,Vol Black Ice,Vol White Ice,Tot Inflow Vol,Tot Outflow Vol,Overflow Vol,Evaporation,Rain,Snowfall,Lake Level,Surface Area,Black Ice,Snow Height,Snow Density,White Ice,Albedo,Max Temp,Min Temp,Surface Temp,Daily Qsw,Daily Qe,Daily Qh,Daily Qlw,Light,Benthic Light,H_s,L,T,LakeNumber,Max dT/dz,CD
2000-04-19 24:00:00,3868125081.106100,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-652604.009391, 8746.618057,    0.000000,   40.971899,161972131.133150,    0.000000,    0.000000,    0.000000,    0.000000,    0.073984,   19.558716,   16.438530,   19.558716,2304263961855215.500000,-1600837635035994.500000,434649638715730.440000,-1171065549790859.500000,    0.000000,  100.000000,    0.011198,    0.329520,    0.459405, 2942.831562,    0.279612,-9999.000000
2000-04-20 24:00:00,3867716003.133223,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-406995.045096,    0.000000,    0.000000,   40.969386,161969639.167758,    0.000000,    0.000000,    0.000000,    0.000000,    0.073656,   19.657935,   16.386494,   19.657935,3032700015759529.000000,-998358845619706.500000,174404646909862.440000,-1494223782132252.500000,    0.000000,  100.000000,    0.023677,    0.658982,    0.649669, 1293.751863,    0.279612,-9999.000000
2000-04-21 24:00:00,3867496037.120278,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-218843.332908,    0.000000,    0.000000,   40.968035,161968299.208806,    0.000000,    0.000000,    0.000000,    0.000000,    0.073331,   19.721752,   16.326811,   19.721752,2676395806224746.500000,-536822695622183.620000,51856011239468.367000,-1620757331635248.000000,    0.000000,  100.000000,    0.010852,    0.319997,    0.452719, 2869.845800,    0.279612,-9999.000000
2000-04-22 24:00:00,3867005822.097856,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-487706.625751,    0.000000,    0.000000,   40.965023,161965312.983803,    0.000000,    0.000000,    0.000000,    0.000000,    0.073007,   19.781619,   16.279612,   19.781619,3951166080736586.500000,-1196344352968174.000000,80417175706654.812000,-1615530800207306.700000,    0.000000,  100.000000,    0.037939,    1.018907,    0.807835,  781.313228,    0.279612,-9999.000000
2000-04-23 24:00:00,3866751594.868172,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-252922.769950,    0.000000,    0.000000,   40.963462,161963764.317044,    0.000000,    0.000000,    0.000000,    0.000000,    0.072686,   20.006980,   16.219929,   20.006980,3842262852727266.000000,-620419554686292.370000,21638096948503.508000,-1671221678981943.000000,    0.000000,  100.000000,    0.012080,    0.353625,    0.475913, 2451.734205,    0.279612,-9999.000000
2000-04-24 24:00:00,3866498760.891231,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-251534.282817,    0.000000,    0.000000,   40.961909,161962224.137513,    0.000000,    0.000000,    0.000000,    0.000000,    0.072366,   20.225145,   16.162596,   20.225145,4007919804613408.500000,-617013595751061.870000,79598879224960.109000,-1591386300836848.500000,    0.000000,  100.000000,    0.058497,    1.526544,    0.988804,  418.590273,    0.279612,-9999.000000
2000-04-25 24:00:00,3866167557.873144,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-329496.876976,    0.000000,    0.000000,   40.959874,161960206.560147,    0.000000,    0.000000,    0.000000,    0.000000,    0.072049,   20.348779,   16.110227,   20.348779,4043598853899981.000000,-808255839222044.370000,117252776920256.840000,-1569227648317793.200000,    0.000000,  100.000000,    0.064981,    1.685483,    1.039005,  374.949634,    0.279612,-9999.000000
2000-04-26 24:00:00,3865883145.701411,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-282943.759022,    0.000000,    0.000000,   40.958127,161958474.016876,    0.000000,    0.000000,    0.000000,    0.000000,    0.071734,   20.569108,   16.055112,   20.569108,4218116511521740.500000,-694061040880011.870000,124494455471482.950000,-1504841839473794.700000,    0.000000,  100.000000,    0.008759,    0.261835,    0.409515, 3251.158977,    0.279612,-9999.000000
2000-04-27 24:00:00,3865633968.779779,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-247887.895902,    0.000000,    0.000000,   40.956597,161956956.114895,    0.000000,    0.000000,    0.000000,    0.000000,    0.071422,   20.723445,   15.998807,   20.723445,3109792003978226.000000,-608069008646999.870000,105025082689506.030000,-1422098645215189.200000,    0.000000,  100.000000,    0.212370,    5.237398,    1.831527,   71.144158,    0.279612,-9999.000000
2000-04-28 24:00:00,3865236694.887982,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-395214.016052,    0.000000,    0.000000,   40.954157,161954536.055994,    0.000000,    0.000000,    0.000000,    0.000000,    0.071112,   20.822601,   15.964223,   20.822601,3763437658572580.500000,-969459981376155.500000,282057530197894.620000,-1316949243973927.700000,    0.000000,  100.000000,    0.125440,    3.157440,    1.422077,  155.983507,    0.279612,-9999.000000
2000-04-29 24:00:00,3864785143.417412,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-449203.069032,    0.000000,    0.000000,   40.951383,161951785.356342,    0.000000,    0.000000,    0.000000,    0.000000,    0.070805,   20.900240,   15.923564,   20.900240,3521034117063303.000000,-1101895128334272.000000,82705217043698.250000,-1561440483803750.500000,    0.000000,  100.000000,    0.045322,    1.202118,    0.877463,  564.107729,    0.279612,-9999.000000
2000-04-30 24:00:00,3864432694.344689,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-350610.774128,    0.000000,    0.000000,   40.949218,161949638.355158,    0.000000,    0.000000,    0.000000,    0.000000,    0.070501,   21.034838,   15.878561,   21.034838,3943880815022655.000000,-860048228936358.750000,61681089327855.219000,-1620557013131165.500000,    0.000000,  100.000000,    0.006599,    0.200411,    0.358275, 4326.801847,    0.279612,-9999.000000
2000-05-01 24:00:00,3864211826.779823,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-219713.127144,    0.000000,    0.000000,   40.947861,161948292.904255,    0.000000,    0.000000,    0.000000,    0.000000,    0.070199,   21.370350,   15.824089,   21.370350,4099945636067243.000000,-538956300884715.370000,41738785959418.445000,-1570101193508408.500000,    0.000000,  100.000000,    0.024559,    0.681590,    0.660719, 1041.807850,    0.279612,-9999.000000
2000-05-02 24:00:00,3863860096.760341,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-349887.913637,    0.000000,    0.000000,   40.945701,161946150.283302,    0.000000,    0.000000,    0.000000,    0.000000,    0.069901,   21.590586,   15.772601,   21.590586,4149461822146356.000000,-858275052151175.250000,203450167387773.090000,-1279657056378850.200000,    0.000000,  100.000000,    0.138895,    3.482746,    1.493538,  125.763683,    0.279612,-9999.000000
2000-05-03 24:00:00,3863712560.347449,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-146762.278231,    0.000000,    0.000000,   40.944795,161945251.541108,    0.000000,    0.000000,    0.000000,    0.000000,    0.069605,   22.267403,   15.717834,   22.267403,3433502597511112.500000,-360007868501243.750000,58377632162914.031000,-1238296661936798.700000,    0.000000,  100.000000,    0.001524,    0.048333,    0.175944,14682.238915,    0.279612,-9999.000000
2000-05-04 24:00:00,3863224186.618620,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-485805.598618,    0.000000,    0.000000,   40.941795,161942276.532646,    0.000000,    0.000000,    0.000000,    0.000000,    0.069313,   21.890889,   15.683448,   21.890889,3850179691642565.000000,-1191681133410541.500000,353376504397717.560000,-1005191606138960.100000,    0.000000,  100.000000,    0.153596,    3.836936,    1.567645,  111.529021,    0.279612,-9999.000000
2000-05-05 24:00:00,3862800388.197621,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-421562.626615,    0.000000,    0.000000,   40.939192,161939694.895236,    0.000000,    0.000000,    0.000000,    0.000000,    0.069023,   21.951018,   15.641901,   21.951018,3822694428481201.000000,-1034093123087132.500000,88886899092586.719000,-1478848234890066.200000,    0.000000,  100.000000,    0.024502,    0.680125,    0.660009, 1087.960987,    0.279612,-9999.000000
2000-05-06 24:00:00,3862256942.636102,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-540568.827416,    0.000000,    0.000000,   40.935853,161936384.407696,    0.000000,    0.000000,    0.000000,    0.000000,    0.068737,   22.085610,   15.599792,   22.085610,4268695579937241.500000,-1326015333651083.200000,17497532819643.338000,-1635145849564316.500000,    0.000000,  100.000000,    0.009417,    0.280247,    0.423668, 2919.864308,    0.279612,-9999.000000
2000-05-07 24:00:00,3861649130.978272,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-604581.167746,    0.000000,    0.000000,   40.932120,161932681.823551,    0.000000,    0.000000,    0.000000,    0.000000,    0.068454,   22.092110,   15.569824,   22.092110,4423565167935572.500000,-1483037604480265.300000,-33476009088204.328000,-1765499710015819.700000,    0.000000,  100.000000,    0.140528,    3.522147,    1.501963,  132.665715,    0.322925,-9999.000000
2000-05-08 24:00:00,3860851671.675098,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-793199.869420,    0.000000,    0.000000,   40.927222,161927823.969750,    0.000000,    0.000000,    0.000000,    0.000000,    0.068175,   22.147475,   15.545079,   22.147475,4196572758601503.500000,-1945719279688190.500000,-2657626804448.415000,-1633785299160371.500000,    0.000000,  100.000000,    0.076124,    1.957967,    1.119846,  299.583043,    0.279612,-9999.000000
2000-05-09 24:00:00,3860447570.847172,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-401933.233115,    0.000000,    0.000000,   40.924739,161925362.323450,    0.000000,    0.000000,    0.000000,    0.000000,    0.067899,   22.783414,   15.496520,   22.783414,4460180462828194.000000,-985942220830169.620000,29170824782023.406000,-1561242377803490.700000,    0.000000,  100.000000,    0.087243,    2.229239,    1.194906,  217.594062,    0.407395,-9999.000000
2000-05-10 24:00:00,3859965156.559998,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-479818.719868,    0.000000,    0.000000,   40.921776,161922423.617902,    0.000000,    0.000000,    0.000000,    0.000000,    0.067627,   23.006782,   15.448591,   23.006782,4518287617099258.000000,-1176995319836076.200000,141728675899085.780000,-1188607492902983.200000,    0.000000,  100.000000,    0.074073,    1.907850,    1.105421,  269.201909,    0.407395,-9999.000000
2000-05-11 24:00:00,3859428544.827586,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-533714.363885,    0.000000,    0.000000,   40.918480,161919154.759750,    0.000000,    0.000000,    0.000000,    0.000000,    0.067358,   23.402022,   15.403247,   23.402022,4345418032820091.500000,-1309201334608947.000000,210893547235175.750000,-1206233083119804.500000,    0.000000,  100.000000,    0.123142,    3.101756,    1.409481,  131.492522,    0.279612,-9999.000000
2000-05-12 24:00:00,3858879765.408990,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-545805.141467,    0.000000,    0.000000,   40.915109,161915811.780147,    0.000000,    0.000000,    0.000000,    0.000000,    0.067093,   23.097621,   15.366306,   23.097621,4081496619046214.000000,-1338860012018459.200000,82624796825186.281000,-1522185238350481.700000,    0.000000,  100.000000,    0.151177,    3.778724,    1.555708,  110.697769,    0.279612,-9999.000000
2000-05-13 24:00:00,3858268393.190091,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-608045.604952,    0.000000,    0.000000,   40.911354,161912087.506262,    0.000000,    0.000000,    0.000000,    0.000000,    0.066832,   23.017048,   15.343733,   23.017048,4308845583092682.500000,-1491535868946826.000000,187853911067106.560000,-1433511299850864.700000,    0.000000,  100.000000,    0.051208,    1.347365,    0.928962,  478.817192,    0.255764,-9999.000000
2000-05-14 24:00:00,3857655379.332843,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-609664.383763,    0.000000,    0.000000,   40.907588,161908353.232068,    0.000000,    0.000000,    0.000000,    0.000000,    0.066575,   23.218022,   15.319752,   23.218022,4354186958366667.000000,-1495506733370213.000000,275878458534920.560000,-1342753205085674.200000,    0.000000,  100.000000,    0.010428,    0.308312,    0.444376, 2642.313666,    0.279612,-9999.000000
2000-05-15 24:00:00,3857062428.236575,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-589697.728576,    0.000000,    0.000000,   40.903946,161904741.173464,    0.000000,    0.000000,    0.000000,    0.000000,    0.066322,   23.309778,   15.299291,   23.309778,4381648189175274.500000,-1446528528198140.200000,221675039674011.340000,-1389844898335113.200000,    0.000000,  100.000000,    0.085095,    2.176870,    1.180787,  257.982775,    0.285681,-9999.000000
2000-05-16 24:00:00,3856550964.489473,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-508646.804478,    0.000000,    0.000000,   40.900804,161901625.508379,    0.000000,    0.000000,    0.000000,    0.000000,    0.066072,   23.324652,   15.295883,   23.324652,4299279495118253.000000,-1247710611383455.000000,146658121864952.870000,-1474475668707695.500000,    0.000000,  100.000000,    0.061125,    1.590997,    1.009462,  402.821638,    0.269179,-9999.000000
2000-05-17 24:00:00,3856254916.253598,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-294704.509837,    0.000000,    0.000000,   40.898984,161899818.450469,    0.000000,    0.000000,    0.000000,    0.000000,    0.065827,   23.808092,   15.250983,   23.808092,4174222306687679.000000,-722910162630074.000000,66380763286209.992000,-1282177588028758.700000,    0.000000,  100.000000,    0.061810,    1.607778,    1.014772,  366.086854,    0.517951,-9999.000000
2000-05-18 24:00:00,3855463244.593081,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-788680.387016,    0.000000,    0.000000,   40.894113,161894978.437720,    0.000000,    0.000000,    0.000000,    0.000000,    0.065587,   23.610219,   15.223672,   23.610219,4348406740492372.000000,-1934632989351028.000000,356434747248270.000000,-1050581087898280.900000,    0.000000,  100.000000,    0.153442,    3.833173,    1.566876,  121.251167,    0.499354,-9999.000000
2000-05-19 24:00:00,3854924313.159949,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-536881.534303,    0.000000,    0.000000,   40.890796,161891683.593232,    0.000000,    0.000000,    0.000000,    0.000000,    0.065350,   23.741404,   15.200314,   23.741404,3812257534049738.500000,-1316970403646289.700000,107464731751459.530000,-1450792209357781.000000,    0.000000,  100.000000,    0.023996,    0.667166,    0.653691, 1164.280500,    0.279659,-9999.000000
2000-05-20 24:00:00,3854395137.920119,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-527151.966841,    0.000000,    0.000000,   40.887540,161888448.394810,    0.000000,    0.000000,    0.000000,    0.000000,    0.065118,   23.841368,   15.171092,   23.841368,4308691876175078.500000,-1293103774659872.500000,144967954798192.530000,-1460066561711262.000000,    0.000000,  100.000000,    0.027408,    0.754207,    0.695026, 1022.201885,    0.279659,-9999.000000
2000-05-21 24:00:00,3853706022.957779,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-686464.483912,    0.000000,    0.000000,   40.883300,161884235.379023,    0.000000,    0.000000,    0.000000,    0.000000,    0.064890,   23.953802,   15.143163,   23.953802,4617337229624261.000000,-1683897379035943.000000,156265293565922.970000,-1447714545206641.200000,    0.000000,  100.000000,    0.012377,    0.361701,    0.481316, 2376.924528,    0.279659,-9999.000000
2000-05-22 24:00:00,3853100388.593619,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-603290.080406,    0.000000,    0.000000,   40.879573,161880532.735377,    0.000000,    0.000000,    0.000000,    0.000000,    0.064667,   24.073656,   15.115206,   24.073656,4562606255654944.000000,-1479870567236253.500000,72247453506986.594000,-1571416733945770.200000,    0.000000,  100.000000,    0.001859,    0.058814,    0.194087,16070.225041,    0.342464,-9999.000000
2000-05-23 24:00:00,3852362390.091411,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-735123.135882,    0.000000,    0.000000,   40.875032,161876020.862163,    0.000000,    0.000000,    0.000000,    0.000000,    0.064448,   24.123400,   15.104179,   24.123400,4370482897269953.500000,-1803257052318325.000000,89886336401455.062000,-1513918863851829.500000,    0.000000,  100.000000,    0.038221,    1.025898,    0.810602,  722.768708,    0.485281,-9999.000000
2000-05-24 24:00:00,3851437262.875390,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-921494.019900,    0.000000,    0.000000,   40.869339,161870364.947289,    0.000000,    0.000000,    0.000000,    0.000000,    0.064234,   24.207223,   15.103298,   24.207223,4590314312644942.000000,-2260424830813852.000000,92916923874651.594000,-1495580605834338.000000,    0.000000,  100.000000,    0.004031,    0.125075,    0.283035, 7453.586295,    0.384549,-9999.000000
2000-05-25 24:00:00,3850806493.752036,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-628273.443725,    0.000000,    0.000000,   40.865458,161866508.638227,    0.000000,    0.000000,    0.000000,    0.000000,    0.064024,   24.626405,   15.066576,   24.626405,4397460819470754.500000,-1541154757456807.700000,140093441988508.520000,-1348413077821812.200000,    0.000000,  100.000000,    0.024071,    0.669089,    0.654632, 1119.767511,    0.384549,-9999.000000
2000-05-26 24:00:00,3849887838.011548,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-914994.309138,    0.000000,    0.000000,   40.859805,161860892.287765,    0.000000,    0.000000,    0.000000,    0.000000,    0.063820,   24.521677,   15.041712,   24.521677,4330171952552151.000000,-2244481040314554.500000,83745475704725.219000,-1394568162328226.200000,    0.000000,  100.000000,    0.248830,    6.091919,    1.975297,   58.907139,    0.279612,-9999.000000
2000-05-27 24:00:00,3849382404.715329,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-503405.131108,    0.000000,    0.000000,   40.856695,161857802.239555,    0.000000,    0.000000,    0.000000,    0.000000,    0.063620,   24.676550,   15.005855,   24.676550,4385352017555906.500000,-1234852786606948.000000,115510312195441.940000,-1396860637860681.500000,    0.000000,  100.000000,    0.015578,    0.447706,    0.535491, 1853.871550,    0.279612,-9999.000000
2000-05-28 24:00:00,3848805331.439583,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-574745.934543,    0.000000,    0.000000,   40.853144,161854274.208743,    0.000000,    0.000000,    0.000000,    0.000000,    0.063425,   24.829873,   14.973215,   24.829873,4527711319817466.000000,-1409851777434919.200000,119842608641098.590000,-1306437743154381.700000,    0.000000,  100.000000,    0.020076,    0.565939,    0.602061, 1428.367169,    0.279612,-9999.000000
