Site	Species	Sex	Observed_Stage	PCL	FL	STL	Hook_Size	Set	Day	Month	Year
Aransas_Bay	Bagre_marinus	U			426	513	10	2	25	5	2016
Aransas_Bay	Bagre_marinus	U			445	527	10	2	25	5	2016
Aransas_Bay	Bagre_marinus	U			460	535	10	2	25	5	2016
Aransas_Bay	Bagre_marinus	U			452	536	10	2	25	5	2016
Aransas_Bay	Bagre_marinus	U			453	541	10	2	25	5	2016
Aransas_Bay	Bagre_marinus	U			485	565	10	2	25	5	2016
Aransas_Bay	Bagre_marinus	U			491	584	10	2	25	5	2016
Aransas_Bay	Bagre_marinus	U			280	340	3	3	25	5	2016
Aransas_Bay	Bagre_marinus	U			473	560	3	3	25	5	2016
Aransas_Bay	Bagre_marinus	U			469	561	3	3	25	5	2016
Aransas_Bay	Bagre_marinus	U			496	594	3	3	25	5	2016
Aransas_Bay	Bagre_marinus	U			528	621	3	3	25	5	2016
Aransas_Bay	Bagre_marinus	U			438	493	10	4	25	5	2016
Aransas_Bay	Bagre_marinus	U			462	551	10	4	25	5	2016
Aransas_Bay	Bagre_marinus	U					10	4	25	5	2016
Aransas_Bay	Bagre_marinus	U			309	365	10	5	25	5	2016
Aransas_Bay	Bagre_marinus	U			474	571	10	5	25	5	2016
Corpus_Christi_Bay	Bagre_marinus	U			368	450	10	2	10	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			449	532	10	2	10	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			461	560	10	2	10	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			475	562	10	2	10	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			500	581	10	2	10	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			400	476	10	3	10	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			400	480	10	3	10	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			430	515	10	3	10	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			450	533	10	3	10	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			466	550	10	3	10	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			508	599	10	3	10	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			465	550	10	4	10	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			400	482	10	4	10	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			400	487	10	4	10	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			460	547	10	4	10	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			536	635	10	4	10	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			404	493	3	5	10	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			447	521	3	5	10	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			507	595	3	5	10	6	2016
Corpus_Christi_Bay	Bagre_marinus	U					3	5	10	6	2016
Aransas_Bay	Bagre_marinus	U			380	445	10	1	13	6	2016
Aransas_Bay	Bagre_marinus	U			390	473	10	1	13	6	2016
Aransas_Bay	Bagre_marinus	U			421	512	10	1	13	6	2016
Aransas_Bay	Bagre_marinus	U			435	515	10	1	13	6	2016
Aransas_Bay	Bagre_marinus	U			460	533	10	1	13	6	2016
Aransas_Bay	Bagre_marinus	U			450	534	10	1	13	6	2016
Aransas_Bay	Bagre_marinus	U			464	536	10	1	13	6	2016
Aransas_Bay	Bagre_marinus	U			444	536	15	1	13	6	2016
Aransas_Bay	Bagre_marinus	U			455	544	10	1	13	6	2016
Aransas_Bay	Bagre_marinus	U			461	550	10	1	13	6	2016
Aransas_Bay	Bagre_marinus	U			458	552	10	1	13	6	2016
Aransas_Bay	Bagre_marinus	U			473	561	10	1	13	6	2016
Aransas_Bay	Bagre_marinus	U			482	565	10	1	13	6	2016
Aransas_Bay	Bagre_marinus	U			482	577	10	1	13	6	2016
Aransas_Bay	Bagre_marinus	U			500	581	10	1	13	6	2016
Aransas_Bay	Bagre_marinus	U			520	587	15	1	13	6	2016
Aransas_Bay	Bagre_marinus	U			513	606	10	1	13	6	2016
Aransas_Bay	Bagre_marinus	U			530	626	15	1	13	6	2016
Aransas_Bay	Bagre_marinus	U			421	396	10	2	13	6	2016
Aransas_Bay	Bagre_marinus	U			416	482	10	2	13	6	2016
Aransas_Bay	Bagre_marinus	U			402	486	10	2	13	6	2016
Aransas_Bay	Bagre_marinus	U			433	497	10	2	13	6	2016
Aransas_Bay	Bagre_marinus	U			429	499	10	2	13	6	2016
Aransas_Bay	Bagre_marinus	U			440	524	10	2	13	6	2016
Aransas_Bay	Bagre_marinus	U			471	540	10	2	13	6	2016
Aransas_Bay	Bagre_marinus	U			454	545	10	2	13	6	2016
Aransas_Bay	Bagre_marinus	U			460	549	10	2	13	6	2016
Aransas_Bay	Bagre_marinus	U			475	561	10	2	13	6	2016
Aransas_Bay	Bagre_marinus	U			503	600	10	2	13	6	2016
Aransas_Bay	Bagre_marinus	U			422	506	10	3	13	6	2016
Aransas_Bay	Bagre_marinus	U			431	512	10	3	13	6	2016
Aransas_Bay	Bagre_marinus	U			430	524	10	3	13	6	2016
Aransas_Bay	Bagre_marinus	U			555	541	10	3	13	6	2016
Aransas_Bay	Bagre_marinus	U			480	551	10	3	13	6	2016
Aransas_Bay	Bagre_marinus	U			461	552	10	3	13	6	2016
Aransas_Bay	Bagre_marinus	U			474	556	10	3	13	6	2016
Aransas_Bay	Bagre_marinus	U			490	562	15	3	13	6	2016
Aransas_Bay	Bagre_marinus	U			474	564	10	3	13	6	2016
Aransas_Bay	Bagre_marinus	U			496	576	10	3	13	6	2016
Aransas_Bay	Bagre_marinus	U			505	587	10	3	13	6	2016
Aransas_Bay	Bagre_marinus	U			345	413	10	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			420	504	15	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			440	522	10	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			443	525	10	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			446	525	10	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			436	526	10	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			482	532	15	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			465	550	10	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			466	550	10	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			458	550	10	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			473	552	10	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			473	561	10	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			480	564	15	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			485	570	10	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			484	575	10	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			486	575	15	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			510	576	10	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			484	576	10	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			493	577	10	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			477	578	10	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			495	581	10	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			500	595	10	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			530	596	10	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			505	600	10	4	13	6	2016
Aransas_Bay	Bagre_marinus	U			544	627	10	4	13	6	2016
Redfish_Bay	Bagre_marinus	U			498	585	15	1	16	6	2016
Redfish_Bay	Bagre_marinus	U			450	530	10	2	16	6	2016
Redfish_Bay	Bagre_marinus	U			400	498	10	3	16	6	2016
Redfish_Bay	Bagre_marinus	U			435	515	10	3	16	6	2016
Redfish_Bay	Bagre_marinus	U			440	532	10	3	16	6	2016
Redfish_Bay	Bagre_marinus	U			294	353	10	4	16	6	2016
Redfish_Bay	Bagre_marinus	U			345	418	10	4	16	6	2016
Redfish_Bay	Bagre_marinus	U			380	466	10	4	16	6	2016
Redfish_Bay	Bagre_marinus	U			405	470	10	4	16	6	2016
Redfish_Bay	Bagre_marinus	U			398	500	10	4	16	6	2016
Redfish_Bay	Bagre_marinus	U			430	524	15	4	16	6	2016
Redfish_Bay	Bagre_marinus	U			475	536	10	4	16	6	2016
Redfish_Bay	Bagre_marinus	U			471	588	15	4	16	6	2016
Redfish_Bay	Bagre_marinus	U			516	605	10	4	16	6	2016
Redfish_Bay	Bagre_marinus	U			435	524	15	1	28	6	2016
Redfish_Bay	Bagre_marinus	U			452	540	10	1	28	6	2016
Redfish_Bay	Bagre_marinus	U			219	261	10	1	28	6	2016
Redfish_Bay	Bagre_marinus	U			311	367	10	1	28	6	2016
Redfish_Bay	Bagre_marinus	U			459	558	10	1	28	6	2016
Redfish_Bay	Bagre_marinus	U			445	520	10	1	28	6	2016
Redfish_Bay	Bagre_marinus	U			400	484	10	1	28	6	2016
Redfish_Bay	Bagre_marinus	U			480	573	10	1	28	6	2016
Redfish_Bay	Bagre_marinus	U			505	575	10	1	28	6	2016
Redfish_Bay	Bagre_marinus	U			285	344	10	1	28	6	2016
Redfish_Bay	Bagre_marinus	U			310	376	10	1	28	6	2016
Redfish_Bay	Bagre_marinus	U			436	532	15	2	28	6	2016
Redfish_Bay	Bagre_marinus	U			450	544	15	2	28	6	2016
Redfish_Bay	Bagre_marinus	U			393	472	10	3	28	6	2016
Redfish_Bay	Bagre_marinus	U			399	481	10	4	28	6	2016
Redfish_Bay	Bagre_marinus	U			458	544	10	4	28	6	2016
Redfish_Bay	Bagre_marinus	U			427	493	10	4	28	6	2016
Redfish_Bay	Bagre_marinus	U			435	516	10	4	28	6	2016
Redfish_Bay	Bagre_marinus	U			466	550	10	4	28	6	2016
Redfish_Bay	Bagre_marinus	U			460	536	10	4	28	6	2016
Redfish_Bay	Bagre_marinus	U			442	532	10	4	28	6	2016
Redfish_Bay	Bagre_marinus	U			429	516	10	4	28	6	2016
Redfish_Bay	Bagre_marinus	U			430	536	10	4	28	6	2016
Redfish_Bay	Bagre_marinus	U			391	464	10	4	28	6	2016
Redfish_Bay	Bagre_marinus	U			469	544	10	4	28	6	2016
Redfish_Bay	Bagre_marinus	U			470	552	10	4	28	6	2016
Redfish_Bay	Bagre_marinus	U			428	479	10	4	28	6	2016
Redfish_Bay	Bagre_marinus	U			469	551	10	4	28	6	2016
Redfish_Bay	Bagre_marinus	U			461	549	15	4	28	6	2016
Redfish_Bay	Bagre_marinus	U			525	627	15	4	28	6	2016
Redfish_Bay	Bagre_marinus	U			386	451	10	4	28	6	2016
Redfish_Bay	Bagre_marinus	U			490	566	10	4	28	6	2016
Redfish_Bay	Bagre_marinus	U			540	625	15	4	28	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			483	572	10	1	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			454	500	10	1	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			414	490	15	1	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			481	574	10	1	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			386	481	10	1	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			440	524	10	2	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			484	58	10	2	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			390	470	10	2	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			497	578	10	2	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			352	472	10	2	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			484	574	10	2	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			470	564	10	2	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			480	573	10	3	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			441	525	10	3	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			351	425	10	3	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			310	379	10	3	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			400	473	10	3	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			440	540	10	3	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			504	586	15	3	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			441	523	15	3	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			468	556	10	3	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			410	495	10	3	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			526	626	10	3	30	6	2016
Corpus_Christi_Bay	Bagre_marinus	U			290	345	10	4	30	6	2016
